Start Time, Fri May 14 09:04:19 GMT-0600 2021
Energy calibration,  Offset: -2.2089352569309995e-10, Slope: 0.10010585188865662, Quadratic: 0
Live Time (s), 1397.41
Real Time (s), 1562.99
Elapsed Computational, 1000000
Spectrum
Channel, Energy (keV), Counts
253, 25.32678052760923, 1694
254, 25.426886379497887, 1653
255, 25.526992231386544, 1682
256, 25.6270980832752, 1717
257, 25.727203935163857, 1636
258, 25.827309787052513, 1709
259, 25.92741563894117, 1717
260, 26.027521490829827, 1738
261, 26.127627342718483, 1657
262, 26.22773319460714, 1640
263, 26.327839046495797, 1625
264, 26.427944898384453, 1650
265, 26.52805075027311, 1670
266, 26.628156602161766, 1649
267, 26.728262454050423, 1637
268, 26.82836830593908, 1652
269, 26.928474157827736, 1676
270, 27.028580009716393, 1716
271, 27.12868586160505, 1654
272, 27.228791713493706, 1674
273, 27.328897565382363, 1626
274, 27.42900341727102, 1690
275, 27.529109269159676, 1710
276, 27.629215121048333, 1670
277, 27.72932097293699, 1649
278, 27.829426824825646, 1624
279, 27.929532676714302, 1579
280, 28.02963852860296, 1646
281, 28.129744380491616, 1617
282, 28.229850232380272, 1670
283, 28.32995608426893, 1601
284, 28.430061936157585, 1646
285, 28.530167788046242, 1580
286, 28.6302736399349, 1592
287, 28.730379491823555, 1614
288, 28.830485343712212, 1567
289, 28.93059119560087, 1653
290, 29.030697047489525, 1634
291, 29.130802899378182, 1652
292, 29.23090875126684, 1633
293, 29.331014603155495, 1544
294, 29.43112045504415, 1572
295, 29.53122630693281, 1659
296, 29.631332158821465, 1724
297, 29.73143801071012, 1633
298, 29.831543862598778, 1634
299, 29.931649714487435, 1680
300, 30.03175556637609, 1637
301, 30.131861418264748, 1593
302, 30.231967270153405, 1589
303, 30.33207312204206, 1614
304, 30.432178973930718, 1573
305, 30.532284825819374, 1651
306, 30.63239067770803, 1572
307, 30.732496529596688, 1616
308, 30.832602381485344, 1648
309, 30.932708233374, 1588
310, 31.032814085262657, 1611
311, 31.132919937151314, 1608
312, 31.23302578903997, 1646
313, 31.333131640928627, 1598
314, 31.433237492817284, 1652
315, 31.53334334470594, 1601
316, 31.633449196594597, 1607
317, 31.733555048483254, 1522
318, 31.83366090037191, 1533
319, 31.933766752260567, 1572
320, 32.033872604149224, 1578
321, 32.13397845603788, 1621
322, 32.23408430792654, 1567
323, 32.33419015981519, 1589
324, 32.43429601170385, 1573
325, 32.53440186359251, 1573
326, 32.63450771548116, 1546
327, 32.73461356736982, 1529
328, 32.83471941925848, 1611
329, 32.93482527114713, 1598
330, 33.03493112303579, 1583
331, 33.135036974924446, 1580
332, 33.2351428268131, 1511
333, 33.33524867870176, 1584
334, 33.435354530590416, 1605
335, 33.53546038247907, 1630
336, 33.63556623436773, 1563
337, 33.735672086256386, 1586
338, 33.83577793814504, 1582
339, 33.9358837900337, 1558
340, 34.035989641922356, 1565
341, 34.13609549381101, 1522
342, 34.23620134569967, 1547
343, 34.336307197588326, 1651
344, 34.43641304947698, 1532
345, 34.53651890136564, 1582
346, 34.636624753254296, 1651
347, 34.73673060514295, 1608
348, 34.83683645703161, 1535
349, 34.936942308920266, 1623
350, 35.03704816080892, 1558
351, 35.13715401269758, 1571
352, 35.237259864586235, 1587
353, 35.33736571647489, 1507
354, 35.43747156836355, 1523
355, 35.537577420252205, 1550
356, 35.63768327214086, 1518
357, 35.73778912402952, 1534
358, 35.837894975918175, 1612
359, 35.93800082780683, 1543
360, 36.03810667969549, 1601
361, 36.138212531584145, 1556
362, 36.2383183834728, 1630
363, 36.33842423536146, 1584
364, 36.438530087250115, 1522
365, 36.53863593913877, 1588
366, 36.63874179102743, 1516
367, 36.738847642916085, 1567
368, 36.83895349480474, 1498
369, 36.9390593466934, 1455
370, 37.039165198582054, 1522
371, 37.13927105047071, 1526
372, 37.23937690235937, 1533
373, 37.339482754248024, 1557
374, 37.43958860613668, 1541
375, 37.53969445802534, 1589
376, 37.639800309913994, 1510
377, 37.73990616180265, 1612
378, 37.84001201369131, 1542
379, 37.940117865579964, 1571
380, 38.04022371746862, 1489
381, 38.14032956935728, 1525
382, 38.240435421245934, 1530
383, 38.34054127313459, 1566
384, 38.44064712502325, 1557
385, 38.540752976911904, 1557
386, 38.64085882880056, 1525
387, 38.74096468068922, 1470
388, 38.841070532577874, 1624
389, 38.94117638446653, 1496
390, 39.04128223635519, 1511
391, 39.14138808824384, 1531
392, 39.2414939401325, 1532
393, 39.34159979202116, 1507
394, 39.44170564390981, 1559
395, 39.54181149579847, 1491
396, 39.64191734768713, 1533
397, 39.74202319957578, 1508
398, 39.84212905146444, 1470
399, 39.942234903353096, 1530
400, 40.04234075524175, 1564
401, 40.14244660713041, 1483
402, 40.242552459019066, 1504
403, 40.34265831090772, 1548
404, 40.44276416279638, 1577
405, 40.542870014685036, 1472
406, 40.64297586657369, 1513
407, 40.74308171846235, 1462
408, 40.843187570351006, 1543
409, 40.94329342223966, 1494
410, 41.04339927412832, 1496
411, 41.143505126016976, 1445
412, 41.24361097790563, 1546
413, 41.34371682979429, 1503
414, 41.443822681682946, 1501
415, 41.5439285335716, 1504
416, 41.64403438546026, 1459
417, 41.744140237348915, 1480
418, 41.84424608923757, 1417
419, 41.94435194112623, 1509
420, 42.044457793014885, 1508
421, 42.14456364490354, 1421
422, 42.2446694967922, 1514
423, 42.344775348680855, 1487
424, 42.44488120056951, 1454
425, 42.54498705245817, 1464
426, 42.645092904346825, 1479
427, 42.74519875623548, 1492
428, 42.84530460812414, 1445
429, 42.945410460012795, 1552
430, 43.04551631190145, 1458
431, 43.14562216379011, 1534
432, 43.245728015678765, 1520
433, 43.34583386756742, 1432
434, 43.44593971945608, 1472
435, 43.546045571344735, 1476
436, 43.64615142323339, 1442
437, 43.74625727512205, 1483
438, 43.846363127010704, 1466
439, 43.94646897889936, 1452
440, 44.04657483078802, 1413
441, 44.146680682676674, 1442
442, 44.24678653456533, 1413
443, 44.34689238645399, 1493
444, 44.446998238342644, 1480
445, 44.5471040902313, 1507
446, 44.64720994211996, 1507
447, 44.747315794008614, 1455
448, 44.84742164589727, 1496
449, 44.94752749778593, 1485
450, 45.047633349674584, 1471
451, 45.14773920156324, 1403
452, 45.2478450534519, 1484
453, 45.347950905340554, 1487
454, 45.44805675722921, 1441
455, 45.54816260911787, 1493
456, 45.64826846100652, 1544
457, 45.74837431289518, 1488
458, 45.84848016478384, 1516
459, 45.94858601667249, 1516
460, 46.04869186856115, 1455
461, 46.14879772044981, 1468
462, 46.24890357233846, 1474
463, 46.34900942422712, 1482
464, 46.449115276115776, 1481
465, 46.54922112800443, 1487
466, 46.64932697989309, 1537
467, 46.749432831781746, 1433
468, 46.8495386836704, 1500
469, 46.94964453555906, 1516
470, 47.049750387447716, 1436
471, 47.14985623933637, 1532
472, 47.24996209122503, 1497
473, 47.350067943113686, 1448
474, 47.45017379500234, 1499
475, 47.550279646891, 1441
476, 47.650385498779656, 1453
477, 47.75049135066831, 1421
478, 47.85059720255697, 1499
479, 47.950703054445626, 1506
480, 48.05080890633428, 1481
481, 48.15091475822294, 1448
482, 48.251020610111595, 1496
483, 48.35112646200025, 1496
484, 48.45123231388891, 1448
485, 48.551338165777565, 1461
486, 48.65144401766622, 1391
487, 48.75154986955488, 1461
488, 48.851655721443535, 1408
489, 48.95176157333219, 1489
490, 49.05186742522085, 1527
491, 49.151973277109505, 1476
492, 49.25207912899816, 1481
493, 49.35218498088682, 1477
494, 49.452290832775475, 1486
495, 49.55239668466413, 1431
496, 49.65250253655279, 1498
497, 49.752608388441445, 1463
498, 49.8527142403301, 1465
499, 49.95282009221876, 1535
500, 50.052925944107415, 1477
501, 50.15303179599607, 1519
502, 50.25313764788473, 1447
503, 50.353243499773384, 1469
504, 50.45334935166204, 1467
505, 50.5534552035507, 1438
506, 50.653561055439354, 1432
507, 50.75366690732801, 1500
508, 50.85377275921667, 1412
509, 50.953878611105324, 1492
510, 51.05398446299398, 1412
511, 51.15409031488264, 1468
512, 51.254196166771294, 1517
513, 51.35430201865995, 1389
514, 51.45440787054861, 1410
515, 51.554513722437264, 1457
516, 51.65461957432592, 1430
517, 51.75472542621458, 1404
518, 51.854831278103234, 1475
519, 51.95493712999189, 1497
520, 52.05504298188055, 1464
521, 52.1551488337692, 1420
522, 52.25525468565786, 1467
523, 52.35536053754652, 1436
524, 52.45546638943517, 1446
525, 52.55557224132383, 1531
526, 52.65567809321249, 1448
527, 52.75578394510114, 1481
528, 52.8558897969898, 1441
529, 52.95599564887846, 1461
530, 53.05610150076711, 1511
531, 53.15620735265577, 1484
532, 53.256313204544426, 1447
533, 53.35641905643308, 1376
534, 53.45652490832174, 1412
535, 53.556630760210396, 1423
536, 53.65673661209905, 1487
537, 53.75684246398771, 1364
538, 53.856948315876366, 1411
539, 53.95705416776502, 1415
540, 54.05716001965368, 1404
541, 54.157265871542336, 1434
542, 54.25737172343099, 1487
543, 54.35747757531965, 1456
544, 54.457583427208306, 1474
545, 54.55768927909696, 1537
546, 54.65779513098562, 1478
547, 54.757900982874276, 1474
548, 54.85800683476293, 1455
549, 54.95811268665159, 1453
550, 55.058218538540245, 1459
551, 55.1583243904289, 1465
552, 55.25843024231756, 1493
553, 55.358536094206215, 1424
554, 55.45864194609487, 1441
555, 55.55874779798353, 1405
556, 55.658853649872185, 1443
557, 55.75895950176084, 1528
558, 55.8590653536495, 1509
559, 55.959171205538155, 1463
560, 56.05927705742681, 1461
561, 56.15938290931547, 1414
562, 56.259488761204125, 1493
563, 56.35959461309278, 1469
564, 56.45970046498144, 1427
565, 56.559806316870095, 1425
566, 56.65991216875875, 1488
567, 56.76001802064741, 1456
568, 56.860123872536064, 1494
569, 56.96022972442472, 1438
570, 57.06033557631338, 1458
571, 57.160441428202034, 1410
572, 57.26054728009069, 1475
573, 57.36065313197935, 1453
574, 57.460758983868004, 1423
575, 57.56086483575666, 1425
576, 57.66097068764532, 1456
577, 57.761076539533974, 1457
578, 57.86118239142263, 1433
579, 57.96128824331129, 1459
580, 58.061394095199944, 1402
581, 58.1614999470886, 1439
582, 58.26160579897726, 1416
583, 58.361711650865914, 1431
584, 58.46181750275457, 1524
585, 58.56192335464323, 1476
586, 58.662029206531884, 1456
587, 58.76213505842054, 1563
588, 58.8622409103092, 1472
589, 58.96234676219785, 1436
590, 59.06245261408651, 1447
591, 59.16255846597517, 1502
592, 59.26266431786382, 1499
593, 59.36277016975248, 1433
594, 59.46287602164114, 1422
595, 59.56298187352979, 1471
596, 59.66308772541845, 1486
597, 59.763193577307106, 1452
598, 59.86329942919576, 1464
599, 59.96340528108442, 1463
600, 60.063511132973076, 1433
601, 60.16361698486173, 1422
602, 60.26372283675039, 1533
603, 60.363828688639046, 1464
604, 60.4639345405277, 1347
605, 60.56404039241636, 1503
606, 60.664146244305016, 1440
607, 60.76425209619367, 1420
608, 60.86435794808233, 1451
609, 60.964463799970986, 1450
610, 61.06456965185964, 1398
611, 61.1646755037483, 1471
612, 61.264781355636956, 1467
613, 61.36488720752561, 1423
614, 61.46499305941427, 1447
615, 61.565098911302925, 1428
616, 61.66520476319158, 1451
617, 61.76531061508024, 1502
618, 61.865416466968895, 1372
619, 61.96552231885755, 1469
620, 62.06562817074621, 1496
621, 62.165734022634865, 1425
622, 62.26583987452352, 1449
623, 62.36594572641218, 1519
624, 62.466051578300835, 1473
625, 62.56615743018949, 1481
626, 62.66626328207815, 1454
627, 62.766369133966805, 1485
628, 62.86647498585546, 1481
629, 62.96658083774412, 1443
630, 63.066686689632775, 1445
631, 63.16679254152143, 1466
632, 63.26689839341009, 1424
633, 63.367004245298745, 1502
634, 63.4671100971874, 1448
635, 63.56721594907606, 1486
636, 63.667321800964714, 1450
637, 63.76742765285337, 1489
638, 63.86753350474203, 1474
639, 63.967639356630684, 1382
640, 64.06774520851934, 1443
641, 64.167851060408, 1465
642, 64.26795691229665, 1381
643, 64.36806276418531, 1417
644, 64.46816861607397, 1479
645, 64.56827446796262, 1455
646, 64.66838031985128, 1445
647, 64.76848617173994, 1423
648, 64.8685920236286, 1437
649, 64.96869787551725, 1488
650, 65.0688037274059, 1452
651, 65.16890957929456, 1453
652, 65.26901543118322, 1470
653, 65.36912128307188, 1509
654, 65.46922713496053, 1460
655, 65.56933298684919, 1422
656, 65.66943883873785, 1516
657, 65.7695446906265, 1451
658, 65.86965054251516, 1499
659, 65.96975639440382, 1510
660, 66.06986224629247, 1441
661, 66.16996809818113, 1468
662, 66.27007395006979, 1451
663, 66.37017980195844, 1438
664, 66.4702856538471, 1534
665, 66.57039150573576, 1507
666, 66.67049735762441, 1489
667, 66.77060320951307, 1392
668, 66.87070906140173, 1443
669, 66.97081491329038, 1475
670, 67.07092076517904, 1460
671, 67.1710266170677, 1479
672, 67.27113246895635, 1512
673, 67.37123832084501, 1476
674, 67.47134417273367, 1479
675, 67.57145002462232, 1483
676, 67.67155587651098, 1497
677, 67.77166172839964, 1481
678, 67.87176758028829, 1431
679, 67.97187343217695, 1461
680, 68.0719792840656, 1494
681, 68.17208513595426, 1412
682, 68.27219098784292, 1528
683, 68.37229683973158, 1468
684, 68.47240269162023, 1437
685, 68.57250854350889, 1463
686, 68.67261439539755, 1496
687, 68.7727202472862, 1457
688, 68.87282609917486, 1541
689, 68.97293195106352, 1472
690, 69.07303780295217, 1428
691, 69.17314365484083, 1475
692, 69.27324950672948, 1485
693, 69.37335535861814, 1398
694, 69.4734612105068, 1411
695, 69.57356706239545, 1455
696, 69.67367291428411, 1484
697, 69.77377876617277, 1488
698, 69.87388461806142, 1526
699, 69.97399046995008, 1507
700, 70.07409632183874, 1466
701, 70.1742021737274, 1537
702, 70.27430802561605, 1460
703, 70.37441387750471, 1430
704, 70.47451972939336, 1494
705, 70.57462558128202, 1459
706, 70.67473143317068, 1467
707, 70.77483728505933, 1431
708, 70.87494313694799, 1442
709, 70.97504898883665, 1519
710, 71.0751548407253, 1470
711, 71.17526069261396, 1499
712, 71.27536654450262, 1462
713, 71.37547239639127, 1405
714, 71.47557824827993, 1500
715, 71.57568410016859, 1503
716, 71.67578995205724, 1494
717, 71.7758958039459, 1495
718, 71.87600165583456, 1486
719, 71.97610750772321, 1534
720, 72.07621335961187, 1412
721, 72.17631921150053, 1522
722, 72.27642506338918, 1506
723, 72.37653091527784, 1484
724, 72.4766367671665, 1530
725, 72.57674261905515, 1539
726, 72.67684847094381, 1562
727, 72.77695432283247, 1559
728, 72.87706017472112, 1444
729, 72.97716602660978, 1517
730, 73.07727187849844, 1453
731, 73.1773777303871, 1495
732, 73.27748358227575, 1524
733, 73.3775894341644, 1544
734, 73.47769528605306, 1518
735, 73.57780113794172, 1534
736, 73.67790698983038, 1483
737, 73.77801284171903, 1533
738, 73.87811869360769, 1507
739, 73.97822454549635, 1481
740, 74.078330397385, 1470
741, 74.17843624927366, 1497
742, 74.27854210116232, 1565
743, 74.37864795305097, 1611
744, 74.47875380493963, 1579
745, 74.57885965682829, 1537
746, 74.67896550871694, 1561
747, 74.7790713606056, 1579
748, 74.87917721249426, 1607
749, 74.97928306438291, 1672
750, 75.07938891627157, 1627
751, 75.17949476816023, 1574
752, 75.27960062004888, 1587
753, 75.37970647193754, 1496
754, 75.4798123238262, 1549
755, 75.57991817571485, 1615
756, 75.68002402760351, 1502
757, 75.78012987949216, 1584
758, 75.88023573138082, 1458
759, 75.98034158326948, 1453
760, 76.08044743515813, 1457
761, 76.18055328704679, 1451
762, 76.28065913893545, 1467
763, 76.3807649908241, 1486
764, 76.48087084271276, 1398
765, 76.58097669460142, 1472
766, 76.68108254649007, 1513
767, 76.78118839837873, 1578
768, 76.88129425026739, 1526
769, 76.98140010215604, 1538
770, 77.0815059540447, 1453
771, 77.18161180593336, 1523
772, 77.28171765782201, 1612
773, 77.38182350971067, 1551
774, 77.48192936159933, 1488
775, 77.58203521348798, 1506
776, 77.68214106537664, 1502
777, 77.7822469172653, 1536
778, 77.88235276915395, 1460
779, 77.98245862104261, 1492
780, 78.08256447293127, 1532
781, 78.18267032481992, 1508
782, 78.28277617670858, 1582
783, 78.38288202859724, 1512
784, 78.4829878804859, 1512
785, 78.58309373237455, 1489
786, 78.6831995842632, 1532
787, 78.78330543615186, 1530
788, 78.88341128804052, 1498
789, 78.98351713992918, 1548
790, 79.08362299181783, 1472
791, 79.18372884370649, 1554
792, 79.28383469559515, 1505
793, 79.3839405474838, 1509
794, 79.48404639937246, 1499
795, 79.58415225126112, 1470
796, 79.68425810314977, 1452
797, 79.78436395503843, 1498
798, 79.88446980692709, 1483
799, 79.98457565881574, 1488
800, 80.0846815107044, 1508
801, 80.18478736259306, 1472
802, 80.28489321448171, 1530
803, 80.38499906637037, 1553
804, 80.48510491825903, 1584
805, 80.58521077014768, 1507
806, 80.68531662203634, 1576
807, 80.785422473925, 1579
808, 80.88552832581365, 1540
809, 80.98563417770231, 1594
810, 81.08574002959097, 1596
811, 81.18584588147962, 1558
812, 81.28595173336828, 1554
813, 81.38605758525694, 1481
814, 81.48616343714559, 1580
815, 81.58626928903425, 1566
816, 81.6863751409229, 1547
817, 81.78648099281156, 1497
818, 81.88658684470022, 1522
819, 81.98669269658888, 1524
820, 82.08679854847753, 1486
821, 82.18690440036619, 1547
822, 82.28701025225484, 1526
823, 82.3871161041435, 1491
824, 82.48722195603216, 1533
825, 82.58732780792081, 1504
826, 82.68743365980947, 1468
827, 82.78753951169813, 1548
828, 82.88764536358678, 1529
829, 82.98775121547544, 1561
830, 83.0878570673641, 1543
831, 83.18796291925275, 1572
832, 83.28806877114141, 1491
833, 83.38817462303007, 1528
834, 83.48828047491872, 1544
835, 83.58838632680738, 1555
836, 83.68849217869604, 1557
837, 83.7885980305847, 1535
838, 83.88870388247335, 1610
839, 83.98880973436201, 1514
840, 84.08891558625066, 1530
841, 84.18902143813932, 1518
842, 84.28912729002798, 1510
843, 84.38923314191663, 1532
844, 84.48933899380529, 1590
845, 84.58944484569395, 1605
846, 84.6895506975826, 1623
847, 84.78965654947126, 1591
848, 84.88976240135992, 1537
849, 84.98986825324857, 1529
850, 85.08997410513723, 1516
851, 85.19007995702589, 1560
852, 85.29018580891454, 1606
853, 85.3902916608032, 1576
854, 85.49039751269186, 1499
855, 85.59050336458051, 1514
856, 85.69060921646917, 1627
857, 85.79071506835783, 1461
858, 85.89082092024648, 1490
859, 85.99092677213514, 1542
860, 86.0910326240238, 1503
861, 86.19113847591245, 1562
862, 86.29124432780111, 1504
863, 86.39135017968977, 1565
864, 86.49145603157842, 1639
865, 86.59156188346708, 1542
866, 86.69166773535574, 1542
867, 86.79177358724439, 1544
868, 86.89187943913305, 1519
869, 86.9919852910217, 1583
870, 87.09209114291036, 1523
871, 87.19219699479902, 1519
872, 87.29230284668768, 1553
873, 87.39240869857633, 1603
874, 87.49251455046499, 1592
875, 87.59262040235365, 1501
876, 87.6927262542423, 1508
877, 87.79283210613096, 1570
878, 87.89293795801962, 1548
879, 87.99304380990827, 1535
880, 88.09314966179693, 1545
881, 88.19325551368559, 1507
882, 88.29336136557424, 1487
883, 88.3934672174629, 1486
884, 88.49357306935156, 1555
885, 88.59367892124021, 1562
886, 88.69378477312887, 1478
887, 88.79389062501753, 1547
888, 88.89399647690618, 1631
889, 88.99410232879484, 1550
890, 89.0942081806835, 1575
891, 89.19431403257215, 1517
892, 89.29441988446081, 1566
893, 89.39452573634946, 1537
894, 89.49463158823812, 1524
895, 89.59473744012678, 1467
896, 89.69484329201543, 1568
897, 89.79494914390409, 1554
898, 89.89505499579275, 1602
899, 89.9951608476814, 1531
900, 90.09526669957006, 1521
901, 90.19537255145872, 1631
902, 90.29547840334737, 1546
903, 90.39558425523603, 1614
904, 90.49569010712469, 1562
905, 90.59579595901334, 1497
906, 90.695901810902, 1633
